"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"138","Colin Miller","WPG","D","15","191.73333333333","12.782222222222","-1.17","-0.24","-0.45","-1.92","0.5","-1.53","-3.57","1.07","-4.53","-2.04","0.7","-26.85","-0.61","0.38","-9.47","-5.38","6.12","-10.26","-3.9","2.05","-13.01","-1.49","-0.51","-21.21","-1.97","5.43","-8.28","-0.11","0.99","-17.58","1.21","-5.24","3.50","-0.68","0.68","-50.00","5.56","87.63","0.932","4.69","11.89","7.51","51.32","38.46","14.71","15.02","15.33","48.96"
"208","Shea Theodore","VGK","D","66","1210.5","18.340909090909","4.45","-0.25","1.98","4.26","-0.05","2.53","4.95","-0.14","4.46","0.42","-0.65","11.09","0.28","-0.06","3.23","2.63","-0.34","2.71","0.42","-0.24","1.49","0.15","-0.34","10.42","2.94","-0.14","3.69","0.27","0.1","4.57","1.7","0.84","0.34","0.1","-0.56","29.84","8.81","91.03","0.998","8.62","11.8","9.12","45.3","48.60","20.47","17.65","18.49","52.54"
"314","Mathew Barzal","NYI","C","77","1178.1666666667","15.300865800866","9.61","-0.25","4.27","7.49","0.71","4.04","5.44","0.83","4.24","0.9","-0.07","9.89","0.68","0","6.16","6.2","2.03","3.96","2.86","0.36","5.63","0.45","-0.26","15.86","4.45","2.22","2.63","0.42","0.59","-2.92","7.13","-4.36","5.94","0.18","-0.36","33.54","9.69","91.53","1.012","9.17","11.1","5.75","42.22","61.43","18.44","16.75","13.55","57.64"
"135","Phillip Danault","L.A, MTL","C","72","886.91666666667","12.318287037037","-1.58","-0.26","-0.57","-3.82","-1.3","-1.54","-2.27","-2","-0.23","-1.15","0.08","-13.03","-0.44","0.08","-4.97","-2.55","-1.91","-0.58","-0.14","0.21","-0.73","-0.55","0.25","-17.34","-3.21","-2.82","-0.25","-0.54","-0.06","-9.23","0.81","5.55","-2.52","-0.29","-0.18","0.34","7.40","91.11","0.985","8.66","12.58","12.38","39.44","41.16","15.56","19.14","22.26","41.14"
"542","Jonathan Aspirot","BOS","D","58","883.66666666667","15.235632183908","-1.12","-0.27","-0.38","0.34","-0.21","0.33","0.71","-1.26","1.82","0.9","-0.14","8.62","0.11","-0.17","2.39","-1.89","-0.02","-1.79","-0.35","-0.89","0.98","0.22","-0.03","4.05","-2.05","1.16","-3.99","1.04","-0.06","17.53","0.21","1.85","-0.80","-0.14","-0.09","-2.82","13.23","92.91","1.061","5.7","13.04","8.96","48.07","38.89","16.3","19.76","19.49","45.54"
"216","Tyler Bertuzzi","CHI","L","75","1086.9833333333","14.493111111111","7.18","-0.28","3.57","5.38","-0.74","3.89","3.42","-0.23","3.67","1.07","0.15","9.93","0.52","-0.05","5.89","5.56","0.27","5.44","2.01","0.08","4.90","0.77","0.27","9.84","4.73","0.25","5.78","0.28","0.09","5.03","0.83","-2.67","1.84","0.13","-0.27","21.43","11.23","89.98","1.012","9.16","11.92","8.06","42.61","53.21","15.84","17.44","17.72","47.20"
"114","Scott Mayfield","NYI","D","76","1108.9166666667","14.59100877193","-11.17","-0.29","-5.07","-7.83","-1.96","-3.82","-5.1","-1.02","-4.06","-0.63","0.32","-10.49","-0.44","-0.16","-2.97","-4.42","0.65","-4.91","-0.95","-1.29","0.22","-0.28","-0.02","-6.93","-4.63","2.59","-8.93","-0.09","0.47","-10.53","-11.41","-5.14","-3.37","-0.41","-0.01","-23.79","8.02","89.98","0.980","6.55","11.52","5.95","55.24","52.38","15.04","18.07","13.69","52.35"
"807","Adam Klapka","CGY","R","75","746.68333333333","9.9557777777778","-4.64","-0.29","-1.90","-4.68","-2.5","-1.44","-5.32","-1.65","-3.60","-0.29","-0.43","0.70","-0.37","0","-3.77","-2.88","-1.26","-1.76","-0.86","-0.43","-1.15","-0.3","0.16","-10.37","-2.68","-1.11","-2.20","0.08","-0.37","9.27","-9.43","-0.09","-4.81","-0.08","-0.45","29.67","8.19","91.32","0.995","6.19","11.97","6.75","57.86","47.83","12.54","17.12","14.62","46.15"
"200","Oliver Bjorkstrand","T.B","R","76","774.31666666667","10.188377192982","-6.07","-0.31","-2.47","-6.7","-1.42","-3.16","-4.08","-0.56","-3.38","-1.64","0.08","-16.97","-0.67","-0.27","-3.36","-7.03","-3.78","-2.45","-3.44","-0.24","-7.01","-0.38","-0.37","2.91","-4.79","-4.73","1.00","-1.34","0.09","-44.40","-0.97","1.57","-1.34","-0.34","0.55","-34.46","7.42","90.49","0.979","11.08","15.42","7.52","43.63","59.58","16.27","20.15","13.87","53.98"
"866","Matvei Michkov","PHI","R","77","918.61666666667","11.930086580087","3.96","-0.31","2.06","2.43","-1.2","2.42","2.7","-0.42","3.21","0.43","0.32","1.01","0.18","-0.12","3.02","0.84","1.68","-0.78","0.97","-0.08","2.29","0.27","-0.02","5.81","-0.17","2.35","-2.96","0.18","0.49","-5.48","8.67","-6.63","8.80","0.04","-0.05","5.16","10.41","89.11","0.995","13","12.8","4.38","53.75","74.81","22.27","17.5","11.17","66.60"
"853","Will Smith","S.J","C","63","876.46666666667","13.912169312169","4.5","-0.32","2.27","6.24","1.7","3.20","4.64","1.04","3.66","1","-0.57","15.15","0.34","0.31","0.70","5.24","1.91","3.30","-0.25","2.83","-6.33","0.03","-0.26","5.90","7.32","-1.22","10.30","1.15","0.04","23.53","7.18","-6.74","7.41","0.15","-0.5","26.67","11.14","91.96","1.031","11.23","13.83","5.54","40.25","66.94","23.07","20.26","15.4","59.96"
"628","Jack Finley","STL, T.B","C","41","352.4","8.5951219512195","-12.19","-0.33","-5.74","-10.56","-1.43","-6.24","-5.96","-5.06","-0.77","-1.98","-0.82","-16.90","-0.7","-0.08","-6.34","-8.07","-1.86","-6.25","-1.8","0.77","-5.97","-0.87","-0.33","-12.30","-8.37","-3.51","-6.70","-1.12","-0.13","-65.71","-9.87","10","-10.75","-0.39","-0.58","47.83","3.25","95.87","0.991","8.51","17.54","17.88","47.67","32.26","12.94","21.45","26.73","32.62"
"635","Ozzy Wiesblatt","NSH","C","39","366.56666666667","9.3991452991453","-9.73","-0.33","-4.25","-8.03","-2.46","-3.80","-4.35","-1.05","-3.48","0.54","0.43","2.17","-0.3","-0.02","-2.65","-2.16","-2.08","0.10","0.13","-0.59","1.65","0.31","-0.33","11.51","-3.04","-1.99","-1.19","0.29","0.51","-2.45","-19.87","6.78","-14.96","0.01","0.55","-13.53","11.76","87.73","0.995","4.91","14.57","10.8","47.79","31.25","9.33","20.79","24.72","27.40"
"220","Seth Jones","FLA","D","52","861.21666666667","16.561858974359","-0.03","-0.34","0.14","0.98","0.09","0.52","-0.47","0.46","-0.87","-0.19","-0.59","3.68","0.21","-0.07","2.55","0.23","-0.01","0.22","1.21","-0.3","3.08","-0.22","0.09","-4.70","-1.31","0.39","-2.13","-0.12","-0.67","12.22","0.2","2.39","-1.16","0.17","-0.26","18.18","9.79","91.09","1.009","7.45","14.63","9.61","43.26","43.67","16.65","21.53","18.11","47.90"
"291","Andrew Mangiapane","CHI, EDM","L","60","709.01666666667","11.816944444444","-3.15","-0.36","-1.30","-5.4","-0.91","-2.89","-4.6","0.53","-4.98","-0.8","1.08","-16.89","-0.52","-0.11","-4.07","-2.39","-1.8","-0.70","-1.46","0.18","-3.73","-0.34","0.85","-18.76","-1.24","-2.64","1.52","-0.11","0.49","-11.66","-1.72","4.79","-3.66","-0.55","-0.21","-11.54","8.27","85.86","0.941","9.99","13.2","7.53","47.56","57.00","15.91","17.18","16.16","49.60"
"862","Uvis Balinskis","FLA","D","54","765.1","14.168518518519","-5.16","-0.37","-2.06","-4.35","-0.36","-2.40","-3.09","-2.67","-0.29","-0.31","0.12","-4.44","-0.54","0.17","-6.72","-2.47","0.76","-3.05","-3.64","0.18","-8.67","-0.32","0.11","-8.22","1.56","0.77","0.79","0.21","-0.17","9.77","-5.73","0.09","-3.04","-0.21","0.19","-17.83","8.54","88.20","0.967","9.41","13.8","6.04","48.93","60.91","18.82","21.64","14.27","56.87"
"244","Sam Reinhart","FLA","C","64","873.86666666667","13.654166666667","-4.27","-0.39","-1.66","-2.89","-1.07","-1.05","-2.25","-0.85","-1.30","-0.44","-0.26","-2.51","-0.21","-0.11","-0.84","-1.15","-1.2","0.16","-0.95","0.04","-2.10","-0.58","-0.07","-10.47","-0.27","-1.66","2.02","0.24","-0.1","9.18","0.09","2.81","-1.47","-0.06","-0.16","3.70","7.86","89.97","0.978","10.64","14.01","10.37","40.92","50.65","18.68","19.84","18.33","50.46"
"124","Ryan Strome","ANA, CGY","C","49","568.63333333333","11.604761904762","1.15","-0.42","0.66","-0.53","1.53","-1.20","-0.11","1.43","-1.39","-0.05","0.43","-3.81","0","-0.15","1.34","1.11","-0.38","1.34","0.32","-1.08","3.03","0.09","0.11","0.00","1.06","0.94","0.21","0.1","0.34","-3.40","-1.67","-1.92","0.17","-0.31","0.09","-20.83","9.43","88.15","0.976","10.45","14.35","7.7","48.43","57.56","18.99","20.89","15.83","54.55"
"847","Oliver Moore","CHI","C","51","560.81666666667","10.996405228758","2.03","-0.44","1.18","2.88","-0.67","2.28","0.12","-0.46","0.52","0.05","0.62","-4.21","0.14","-0.49","6.00","2.87","-3.08","5.75","0.71","-2.46","6.80","0.09","0.14","-0.38","2.88","-0.83","4.74","-0.12","0.65","-13.21","3.73","-1.58","2.95","0.08","-0.01","7.02","9.13","88.06","0.972","10.81","11.45","7.81","52.85","58.05","18.62","17.12","15.41","54.72"
"253","Travis Sanheim","PHI","D","78","1441.8666666667","18.48547008547","0.82","-0.45","0.61","1.53","-1.25","1.85","1.2","-0.51","1.80","0.52","0.21","3.14","0.27","-0.08","3.52","2.45","-0.04","2.48","1.69","0.06","3.51","0.01","-0.18","4.82","1.02","-0.13","1.55","0.76","0.64","2.54","-4","1.91","-3.49","-0.08","-0.14","1.71","11.05","89.66","1.007","5.62","13.48","9.24","47.06","37.82","14.98","21.39","19.89","42.96"
"369","Alex DeBrincat","DET","R","78","1086.85","13.933974358974","8.63","-0.46","3.88","9.25","-2.16","6.64","7.98","0.73","6.42","1.36","-0.06","15.08","0.58","-0.08","5.99","4.29","0.42","3.74","0.65","-0.22","1.93","0.35","0.48","-0.92","4.86","0.85","5.11","0.85","-0.28","28.31","7.84","-3.85","5.78","0.54","-0.48","46.32","9.59","91.26","1.008","8.56","11.87","8.78","45.43","49.36","18.6","17.78","18.33","50.37"
"150","Mark Jankowski","CAR","L","65","622.85","9.5823076923077","-3.72","-0.48","-1.06","-4.47","-4.83","1.30","-3.49","-4.29","2.11","-0.59","-0.97","5.53","0.02","-0.54","5.69","-2","-3.85","2.61","1.83","-1.75","7.16","-0.35","-0.59","5.17","-5.11","-2.8","-1.07","-0.29","-0.52","6.54","-0.07","4.73","-2.98","-0.02","0.01","-1.33","7.46","91.41","0.989","15.61","16.28","8.57","42.39","64.54","25.34","22.83","16.86","60.05"
"746","Zakhar Bardakov","COL","C","57","395.31666666667","6.9353801169591","-9.91","-0.48","-3.51","-7.84","-3.99","-1.57","-7.15","-2.82","-2.91","-0.92","-0.45","-1.56","-0.53","-0.36","-0.67","-8.42","-2.57","-4.30","-1.36","-1.85","1.84","-0.29","0.19","-8.96","-9.41","-0.95","-8.69","-0.72","-0.41","1.45","-7.7","3.29","-5.14","-0.12","-0.48","21.30","9.66","92.52","1.022","8.65","11.69","6.07","59.34","58.76","15.33","16.24","15.63","49.51"
"797","Shane Wright","SEA","C","72","843.98333333333","11.721990740741","3.15","-0.48","1.70","2.94","-2.32","3.24","1.77","-1.37","3.03","-0.32","-0.74","5.40","0.47","-0.39","8.45","1.89","-1.15","3.09","1.7","-1.82","8.27","-0.17","-0.38","5.56","0.25","0.9","-0.75","-0.21","-0.44","9.98","4.6","-6.09","5.31","0.01","-0.05","1.97","8.17","93.77","1.019","14.15","11.8","4.05","51.04","77.73","22.18","14.86","10.81","67.24"
"465","Jacob Bryson","BUF, WPG","D","46","477.11666666667","10.372101449275","-1.64","-0.49","-0.56","-3.89","-0.04","-2.49","-2.53","2.4","-4.71","-0.06","0.72","-6.77","-0.06","-0.12","0.56","0.01","-1.51","1.47","1.4","-1.86","7.70","0.18","0.36","-2.24","-1.86","0.47","-2.95","-0.59","0.6","-23.81","-4.84","-2.31","-1.64","0.29","-0.13","18.01","10.27","88.79","0.991","4.9","14.34","8.05","56.72","37.86","13.71","20.12","14.59","48.44"
"674","Artem Zub","OTT","D","77","1298.4","16.862337662338","-7.33","-0.52","-2.94","-4.03","-1.32","-1.49","-2.09","-1.03","-0.80","-0.6","-0.53","-0.13","-0.54","0.02","-5.18","-3.34","-0.32","-2.63","-2.15","0.42","-5.57","-0.27","-0.14","-2.02","-1.58","-1","-0.43","-0.39","-0.38","0.87","-9.33","4.09","-7.22","-0.06","-0.15","4.82","9.31","90.22","0.995","5.18","13.77","10.72","52.08","32.56","13.96","19.92","22","38.82"
"266","Brandon Montour","SEA","D","59","1110.05","18.814406779661","6.42","-0.54","3.22","5.58","1.01","3.00","2.88","-0.04","2.97","-0.66","-0.23","-5.13","0.28","-0.03","3.20","2.18","-0.6","2.84","0.45","0","1.22","-0.39","0.02","-8.31","2.3","-0.81","3.93","-0.03","-0.19","4.55","6.93","-1.13","4.26","-0.37","-0.15","-13.33","7.31","91.55","0.989","6.11","9.19","6.38","40.65","48.92","18.05","14.32","16.86","51.70"
"159","Filip Forsberg","NSH","L","78","1124.6166666667","14.418162393162","5.19","-0.55","2.44","3.94","0.94","1.81","2.26","0.15","1.97","0.39","-0.79","11.71","0.05","0.16","-0.98","-0.02","1.39","-1.32","-0.29","0.36","-1.39","0.11","-0.57","12.24","0.35","1.37","-1.24","0.16","-0.24","11.02","10.83","-0.51","5.57","0.24","-0.04","11.11","9.33","92.44","1.018","9.66","14.3","6.88","45.51","58.39","20.54","21.61","19.53","51.26"
"771","Aleksanteri Kaskimaki","STL","C","5","49.283333333333","9.8566666666667","-10.24","-0.59","-4.83","-6.2","-3.24","-2.23","-2.54","-1.67","-0.92","-1.59","5.71","-37.50","-1.22","0.24","-16.19","-13.78","1.08","-17.51","-7.28","2.68","-25.56","-1.87","6.37","-66.67","-8.67","-2.13","-9.89","0.37","-0.46","12.50","2.68","-10.94","7.47","0","-0.45","0.00","4.76","69.57","0.743","9.74","8.52","8.52","59.66","53.33","21.91","12.17","14.61","60.00"
"681","Emil Heineman","NYI","L","78","1043.5166666667","13.378418803419","4.87","-0.6","2.39","2.06","1.71","0.26","2.3","1.02","1.22","-0.5","0.07","-6.58","-0.13","0.21","-2.99","0.65","0.43","0.25","-2.21","1.13","-7.33","-0.51","0.23","-18.57","3.81","-0.93","5.60","0.16","-0.14","6.14","6.43","0.82","2.78","-0.16","-0.08","-2.51","6.80","91.13","0.979","9.49","11.96","8.05","44.79","54.10","18.34","18.11","16.79","52.21"
"225","Bo Horvat","NYI","C","64","864.3","13.5046875","10.33","-0.62","4.68","7.38","0.81","3.87","7.57","0.01","6.69","1.03","-0.03","10.79","0.37","0.26","1.19","6.73","2.1","4.30","1.18","1.59","-0.27","-0.1","-0.32","4.35","7.4","0.68","7.56","0.9","0.31","13.93","6.53","-1.44","4.03","0.65","0.09","18.49","9.29","90.70","1.000","8.89","11.59","9.37","44.57","48.67","18.05","17.98","16.45","52.31"
"694","Kent Johnson","CBJ","C","72","808.81666666667","11.233564814815","1.12","-0.62","0.72","-1.31","-0.92","-0.22","-0.73","-2.15","1.36","-0.41","0.37","-7.68","-0.24","0.02","-2.39","-0.7","0.12","-0.74","-0.87","1.74","-5.77","-0.07","0.55","-13.95","0.22","-2.15","2.90","-0.29","-0.01","-5.58","0.78","-2.98","1.85","-0.18","-0.22","2.55","8.58","89.57","0.981","9.87","12.39","7.86","45.47","55.65","17.43","17.51","16.25","51.76"
"74","Jason Zucker","BUF","L","60","716.96666666667","11.949444444444","-3.38","-0.64","-1.21","-0.34","1.7","-1.19","-0.08","2.37","-2.19","0.05","0.36","-3.14","0.13","0.27","-1.30","1.29","0.06","1.13","0.17","0.7","-1.13","-0.17","-0.25","2.06","1.49","-0.86","2.92","0.44","0.22","2.11","-0.74","0.87","-0.83","-0.16","0.64","-33.33","10.71","90.86","1.016","13.47","13.31","10.13","45.53","57.09","19.5","17.24","17.91","52.13"
"658","Will Cuylle","NYR","L","79","1034.0833333333","13.089662447257","-1.06","-0.65","-0.20","-2.62","0","-1.74","-2.15","-0.41","-1.92","-0.18","-0.17","-0.22","-0.19","-0.03","-1.67","-0.56","-0.25","-0.30","-1.48","-0.28","-2.77","0.01","-0.21","5.23","1.22","0.03","1.44","-0.32","0.1","-10.19","1.84","1.7","0.11","0.07","-0.05","5.26","9.64","91.74","1.014","10.15","12.65","9.46","49.44","51.78","18.45","17.12","19.5","48.62"
"808","Pavol Regenda","S.J","L","22","253.31666666667","11.514393939394","3.03","-0.65","1.71","-1.2","0.85","-1.32","2.42","0.78","1.53","0.62","-0.58","9.76","0.11","0.26","-1.28","0.67","1.09","-0.36","-0.11","1.87","-3.89","0.95","-1.23","34.70","1.04","-1.05","2.63","-0.15","1.02","-17.83","-6.04","1.07","-4.26","-0.32","-0.16","-21.43","11.11","88.39","0.995","6.16","13.5","9.47","48.79","39.39","10.66","20.13","20.61","34.09"
"226","Valeri Nichushkin","COL","R","67","884.53333333333","13.201990049751","3.51","-0.7","1.54","3.86","0.75","1.42","2.7","1.89","0.10","0.2","0.53","-4.30","0.51","-0.15","5.36","0.64","-0.93","1.42","1.82","-0.89","5.37","0.15","0.21","-1.94","-1.56","-0.05","-1.39","-0.06","0","-1.03","0.02","0.71","-0.37","0.14","0.46","-12.12","9.81","90.36","1.002","9.02","13.36","8.28","45.58","52.16","17.43","19.74","18.31","48.77"
"499","Ty Emberson","EDM","D","68","959.86666666667","14.11568627451","-13.35","-0.71","-5.94","-10.2","-3.45","-4.31","-7.89","-4.84","-2.52","-0.82","-0.91","0.98","-0.88","-0.32","-5.35","-7.97","-1.33","-6.60","-3.81","-1.14","-5.72","-0.52","-0.84","8.93","-5.54","-0.25","-7.03","0.08","-0.23","6.65","-15.1","3.6","-10.53","-0.53","0.15","-27.64","9.24","90.78","1.000","4.69","13.38","9.38","49.19","33.33","12.81","18.5","18","41.58"
"741","Jaroslav Chmelar","NYR","R","25","218.45","8.738","0.1","-0.76","0.39","-2.55","-2.12","-0.40","0.73","-0.73","1.44","-0.88","0.14","-10.90","0.14","-0.2","3.52","-0.99","-1.98","1.11","1.05","-0.34","3.01","-0.12","-0.16","1.21","-2.71","-2.19","-0.69","-0.46","0.35","-18.39","-0.48","-0.19","-0.18","-0.6","0.05","-63.64","7.87","90.53","0.984","6.87","14.01","6.04","56.03","53.19","12.63","19.5","14.56","46.46"
"657","Alex Laferriere","L.A","R","77","1067.1833333333","13.859523809524","3.8","-0.77","1.86","2.1","1.44","0.30","1.32","2.08","-0.81","0.05","0.08","-0.40","0","0.06","-0.60","2.87","-1","3.49","0.1","-0.17","0.61","0.18","-0.13","7.33","3.69","-1.11","5.57","-0.02","0.21","-5.56","0.16","1.74","-0.83","-0.17","0.09","-11.65","8.10","91.81","0.999","7.98","14.51","8.49","41.1","48.46","18.05","20.63","18.27","49.69"
"36","Adam Henrique","EDM","C","61","652.15","10.690983606557","-6.28","-0.78","-2.58","-6.83","-5.3","-0.98","-5.91","-3.88","-1.76","-1.42","-0.32","-13.59","-0.49","-0.43","-0.36","-4.53","-4.29","-0.43","-1.46","-1.33","-0.11","-0.62","-0.44","-7.28","-4.1","-3.95","-0.79","-0.82","-0.48","-13.00","-9.05","6.77","-8.61","-0.27","0.69","-30.34","6.48","88.02","0.945","7.36","14.26","13.16","43.52","35.87","12.88","18.12","23.55","35.35"
"297","Pavel Zacha","BOS","C","76","912.55","12.007236842105","-2.73","-0.78","-0.87","0.06","0.3","-0.14","0.01","1.45","-1.29","1","0.52","3.05","-0.14","0.03","-1.62","0.12","1.13","-0.89","-0.98","0.54","-3.34","0.51","0.65","-3.82","1.46","0.79","0.76","0.66","-0.1","12.86","-2.19","-0.12","-1.08","-0.01","-0.07","1.99","13.22","90.53","1.037","8.61","13.54","10.98","42.15","43.96","17.42","18.48","21.83","44.39"
"318","Noah Juulsen","PHI","D","51","619.8","12.152941176471","-5.53","-0.79","-2.50","-4.35","0.23","-3.27","-1.75","-1.46","-0.38","0.49","-0.03","5.63","-0.32","0.01","-3.53","-2.27","-1.07","-1.33","-1.96","-0.22","-4.08","-0.03","-0.1","1.47","-0.41","-1.14","0.78","0.69","-0.08","13.51","-3.78","-1.17","-1.76","0","0.19","-5.80","11.66","88.79","1.005","8.52","10.75","5.13","64.47","62.41","17.91","18.3","12.1","59.68"
"118","William Karlsson","VGK","C","14","164.3","11.735714285714","1.45","-0.8","0.92","0.19","-4.22","2.80","2.22","-0.02","1.94","-2.27","-0.23","-30.32","-0.43","-0.24","-1.97","-1.26","-0.93","-0.37","-2.65","0.64","-7.97","-1.25","0.44","-37.18","1.86","-2.09","4.48","-1.23","-1.08","-53.33","-4.65","-3","-0.53","-0.14","0.19","-16.67","2.44","91.04","0.935","4.75","12.78","7.67","47.47","38.24","14.24","19.35","16.07","46.99"
"849","Gabe Perreault","NYR","R","46","655.33333333333","14.246376811594","-2.35","-0.86","-0.74","0.97","2.52","-0.81","2.85","-0.03","2.94","-0.1","-0.41","3.18","0.18","0.05","1.29","2.32","-0.42","2.58","1.16","-0.04","2.76","0.26","-0.18","8.66","1.54","-0.5","2.43","-0.27","-0.25","-1.02","-3.56","-1.07","-1.48","-0.23","-0.07","-6.00","9.93","91.69","1.016","10.35","16.75","7.05","42.48","59.47","17.85","22.34","16.3","52.28"
"514","Nils Lundkvist","DAL","D","51","806.11666666667","15.806209150327","0.46","-0.87","0.63","-0.04","0.24","-0.19","-0.42","-0.44","0.01","0.21","-0.46","7.50","-0.05","-0.21","1.65","-0.34","-0.83","0.50","-0.46","-0.59","0.43","0.18","-0.38","12.34","0.16","-0.32","0.62","0.07","-0.42","12.24","0.48","2.37","-1.01","-0.04","0.33","-19.25","11.21","92.40","1.036","6.03","15.85","8.11","44.29","42.63","14.96","20.84","18.68","44.47"
"452","Josh Norris","BUF","C","41","480.56666666667","11.721138211382","1.52","-0.89","1.05","2.58","-1.6","2.41","2.88","0.03","2.42","0.83","-0.14","8.17","0.23","-0.07","2.66","1.58","-0.87","2.29","2.28","-0.77","6.26","0.34","0.45","-4.34","-0.93","-0.14","-1.04","0.37","-0.58","22.38","4.85","5.76","-0.51","0.31","-0.22","25.49","11.38","92.34","1.037","12.61","15.48","12.24","46.94","50.75","20.35","20.85","22.72","47.25"
"715","Logan Mailloux","STL","D","62","915.11666666667","14.759946236559","-2.29","-0.9","-0.68","-3.62","0.77","-2.89","-3.95","0.84","-4.84","-1.25","0.25","-17.57","-0.37","0.32","-6.83","-1.59","-0.32","-1.23","-1.11","1.15","-5.12","-0.41","0.24","-13.86","-0.64","-1.95","1.85","-0.86","-0.12","-18.15","-0.82","-4.1","1.73","-0.29","0.14","-21.00","6.40","89.70","0.961","8.59","13.97","6.36","46.75","57.46","18.36","17.51","13.83","57.03"
"539","Brayden Pachal","CGY","D","35","454.18333333333","12.976666666667","-1.09","-0.91","-0.08","-1.65","-2.25","0.35","-1.59","-4.23","2.50","0.15","-0.83","8.69","-0.05","-0.47","3.91","2.02","-4.4","5.94","0.71","-2.99","8.15","-0.4","-0.18","-6.94","1.75","-1.87","4.45","0.81","-0.74","32.14","-4.88","-0.57","-2.02","-0.08","-0.15","2.63","8.10","90.00","0.981","6.74","9.64","6.21","68.03","52.04","17.7","15.32","13.47","56.78"
"624","Marco Rossi","MIN, VAN","C","45","611.05","13.578888888889","1.1","-0.91","0.91","-0.04","2.4","-1.38","0.94","1.22","-0.07","0.88","0.6","5.65","0.13","0.09","0.59","2.35","0.62","1.90","0.78","-0.39","2.55","0.27","0.25","2.23","2.09","1.35","1.44","0.85","0.43","13.54","3.01","-4.12","3.74","-0.04","0.05","-3.57","10.40","88.08","0.985","11.19","10.51","5.79","42.22","65.90","19.93","15.32","16.69","54.42"
"178","Josh Anderson","MTL","R","69","776.4","11.252173913043","-1.55","-0.94","-0.31","-4.33","0.45","-3.13","-2.55","-2.28","-0.41","-0.82","0.44","-12.19","-0.3","0.13","-4.01","-0.74","-0.16","-0.56","-0.97","0.91","-4.13","-0.51","0.52","-20.91","0.31","-1.43","2.19","-0.48","-0.04","-7.62","-4.78","2.16","-3.86","0.07","-0.07","5.13","9.49","88.18","0.977","5.87","14.06","10.59","45.75","35.68","11.05","21.1","20.09","35.48"
"389","Noah Gregor","FLA","L","33","282.36666666667","8.5565656565657","-13.2","-0.96","-5.64","-11.45","-4.66","-4.58","-6.94","-0.01","-7.08","-1.54","1.03","-22.22","-0.84","-0.21","-6.33","-8.14","-1.68","-6.53","-3.9","-0.73","-7.32","-0.62","0.93","-20.61","-5.65","-1.26","-5.90","-1.29","0.43","-56.76","-8.52","-2.43","-3.36","0.08","-0.32","13.64","8.08","85.27","0.934","11.05","14.87","8.07","52.91","57.78","18.49","20.61","15.51","54.38"
"736","Jackson Blake","CAR","R","78","1050.1333333333","13.463247863248","0.64","-0.98","0.72","-0.58","0.06","-0.33","-0.78","0.45","-1.08","-0.13","-0.35","2.48","0.26","0","1.99","3.16","-0.39","2.72","0.2","-0.58","1.70","0.48","-0.4","16.15","3.95","0.26","3.26","-0.26","-0.01","-4.95","-6.74","-3.7","-0.21","-0.59","0.08","-41.67","8.52","90.32","0.988","9.88","11.77","2.91","44.45","77.23","20.85","17.65","9.94","67.72"
"55","Brian Dumoulin","L.A","D","77","1217","15.805194805195","-3.51","-1.02","-0.98","-2.74","-0.87","-1.05","-1.98","-0.62","-1.25","-0.36","-0.17","-2.18","-0.22","0.01","-2.19","-1.83","-1.38","-0.30","-0.84","0.36","-2.62","-0.19","0.07","-5.92","-1.32","-2.32","1.41","-0.09","-0.08","-0.24","-5.71","-1.25","-2.15","-0.15","-0.25","2.56","7.74","91.87","0.996","4.73","11.04","7.84","45.06","37.65","15.14","18.44","17.65","46.17"
"744","Emil Lilleberg","T.B","D","46","694.18333333333","15.090942028986","-7.23","-1.05","-2.53","-4.36","-1.45","-1.61","-0.45","-1.6","1.14","0.73","-0.24","8.52","-0.36","0.03","-3.45","-3.55","-1.84","-1.18","-1.66","0.59","-4.81","0.94","-0.06","14.94","-2.53","-3.24","1.35","-0.09","-0.04","-1.11","-3.63","0.74","-2.22","-0.2","-0.21","2.60","12.23","91.44","1.037","7.52","14.26","6.74","49.27","52.73","18.41","21.09","16.08","53.38"
